"Impact","CVE Identifier","TITLE","TYPE","PUBLISHED","UPDATED"
"Critical","CVE-2022-45934, CVE-2022-45061, CVE-2022-43995, CVE-2022-43945, CVE-2022-4378, CVE-2022-43750, CVE-2022-43680, CVE-2022-4293, CVE-2022-4292, CVE-2022-42898, CVE-2022-42896, CVE-2022-42895, CVE-2022-42721, CVE-2022-42720, CVE-2022-42719, CVE-2022-42703, CVE-2022-42012, CVE-2022-42011, CVE-2022-42010, CVE-2022-41858, CVE-2022-41850, CVE-2022-41849, CVE-2022-41848, CVE-2022-41674, CVE-2022-4141, CVE-2022-4139, CVE-2022-4129, CVE-2022-41222, CVE-2022-41218, CVE-2022-4095, CVE-2022-40768, CVE-2022-40307, CVE-2022-40304, CVE-2022-40303, CVE-2022-3970, CVE-2022-39399, CVE-2022-39189, CVE-2022-3903, CVE-2022-38533, CVE-2022-38178, CVE-2022-38177, CVE-2022-38127, CVE-2022-38126, CVE-2022-38090, CVE-2022-3775, CVE-2022-37454, CVE-2022-3707, CVE-2022-3705, CVE-2022-37026, CVE-2022-36794, CVE-2022-3649, CVE-2022-3646, CVE-2022-3635, CVE-2022-36348, CVE-2022-3629, CVE-2022-3628, CVE-2022-3627, CVE-2022-3626, CVE-2022-3625, CVE-2022-3623, CVE-2022-3621, CVE-2022-3599, CVE-2022-3598, CVE-2022-3597, CVE-2022-3594, CVE-2022-3591, CVE-2022-3586, CVE-2022-3577, CVE-2022-35737, CVE-2022-3570, CVE-2022-3567, CVE-2022-3565, CVE-2022-3545, CVE-2022-3542, CVE-2022-3535, CVE-2022-3524, CVE-2022-3521, CVE-2022-3520, CVE-2022-3491, CVE-2022-3424, CVE-2022-33972, CVE-2022-33894, CVE-2022-3352, CVE-2022-3324, CVE-2022-33196, CVE-2022-3303, CVE-2022-3297, CVE-2022-3296, CVE-2022-3278, CVE-2022-3239, CVE-2022-3235, CVE-2022-3234, CVE-2022-32296, CVE-2022-32231, CVE-2022-32221, CVE-2022-3176, CVE-2022-3171, CVE-2022-3169, CVE-2022-3153, CVE-2022-3134, CVE-2022-3099, CVE-2022-30704, CVE-2022-30539, CVE-2022-3037, CVE-2022-2982, CVE-2022-2980, CVE-2022-2978, CVE-2022-2964, CVE-2022-28748, CVE-2022-28693, CVE-2022-2795, CVE-2022-27943, CVE-2022-26837, CVE-2022-26343, CVE-2022-2602, CVE-2022-2601, CVE-2022-2586, CVE-2022-2503, CVE-2022-23491, CVE-2022-23471, CVE-2022-21628, CVE-2022-21626, CVE-2022-21624, CVE-2022-21619, CVE-2022-21618, CVE-2022-2153, CVE-2022-21216, CVE-2022-20008, CVE-2022-1941, CVE-2022-1664, CVE-2021-46848, CVE-2021-46195, CVE-2021-45078, CVE-2021-4037, CVE-2021-3826, CVE-2021-36690, CVE-2021-3648, CVE-2021-3618, CVE-2021-3530, CVE-2021-22569, CVE-2021-0187, CVE-2020-16119, CVE-2020-10735, CVE-2019-1010204, CVE-2018-13405, CVE-2018-10903, CVE-2016-3709","DSA-2023-065: Dell VxRail 8.x Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","10 Mar 2023","22 Mar 2023"
"Medium","CVE-2022-46752","DSA-2023-011: Dell Client Platform Security Update for a BIOS Vulnerability","Advisory","25 Jan 2023","22 Mar 2023"
"Medium","CVE-2020-26186","DSA-2020-247: Dell Client Platform Security Update for UEFI BIOS RuntimeServices Overwrite Vulnerability","Advisory","08 Dec 2020","16 Mar 2023"
"Low","CVE-2022-34436","DSA-2023-103: Dell Precision Workstation Security Update for an iDRAC8 Vulnerability","Advisory","10 Mar 2023","16 Mar 2023"
"Medium","CVE-2023-23455, CVE-2023-23454, CVE-2023-22809, CVE-2023-0767, CVE-2023-0286, CVE-2023-0266, CVE-2023-0215, CVE-2022-47929, CVE-2022-47629, CVE-2022-47520, CVE-2022-4662, CVE-2022-45934, CVE-2022-45061, CVE-2022-4450, CVE-2022-43995, CVE-2022-43945, CVE-2022-4378, CVE-2022-43750, CVE-2022-43680, CVE-2022-4304, CVE-2022-4293, CVE-2022-4292, CVE-2022-42898, CVE-2022-42896, CVE-2022-42895, CVE-2022-42721, CVE-2022-42720, CVE-2022-42719, CVE-2022-42703, CVE-2022-42432, CVE-2022-42329, CVE-2022-42328, CVE-2022-42012, CVE-2022-42011, CVE-2022-42010, CVE-2022-41862, CVE-2022-41858, CVE-2022-41850, CVE-2022-41849, CVE-2022-41848, CVE-2022-41674, CVE-2022-4141, CVE-2022-4139, CVE-2022-4129, CVE-2022-41222, CVE-2022-41218, CVE-2022-4095, CVE-2022-40768, CVE-2022-40674, CVE-2022-40307, CVE-2022-40304, CVE-2022-40303, CVE-2022-39399, CVE-2022-39189, CVE-2022-3903, CVE-2022-38533, CVE-2022-38178, CVE-2022-38177, CVE-2022-38127, CVE-2022-38126, CVE-2022-38023, CVE-2022-37966, CVE-2022-3775, CVE-2022-37454, CVE-2022-3707, CVE-2022-3705, CVE-2022-3649, CVE-2022-3646, CVE-2022-3643, CVE-2022-3635, CVE-2022-3629, CVE-2022-3628, CVE-2022-3625, CVE-2022-3623, CVE-2022-3621, CVE-2022-3594, CVE-2022-3591, CVE-2022-3586, CVE-2022-3577, CVE-2022-35737, CVE-2022-3567, CVE-2022-3565, CVE-2022-3564, CVE-2022-3545, CVE-2022-3542, CVE-2022-3535, CVE-2022-3524, CVE-2022-3521, CVE-2022-3520, CVE-2022-3515, CVE-2022-3491, CVE-2022-3479, CVE-2022-3435, CVE-2022-3424, CVE-2022-3352, CVE-2022-3324, CVE-2022-3303, CVE-2022-3297, CVE-2022-3296, CVE-2022-3278, CVE-2022-3239, CVE-2022-3235, CVE-2022-3234, CVE-2022-32296, CVE-2022-32221, CVE-2022-3176, CVE-2022-3171, CVE-2022-3169, CVE-2022-3153, CVE-2022-3134, CVE-2022-3115, CVE-2022-3112, CVE-2022-3108, CVE-2022-3107, CVE-2022-3105, CVE-2022-3099, CVE-2022-3037, CVE-2022-2982, CVE-2022-2980, CVE-2022-2978, CVE-2022-2964, CVE-2022-28748, CVE-2022-28693, CVE-2022-2795, CVE-2022-27943, CVE-2022-27191, CVE-2022-2602, CVE-2022-2601, CVE-2022-2586, CVE-2022-2503, CVE-2022-23491, CVE-2022-23471, CVE-2022-21628, CVE-2022-21626, CVE-2022-21624, CVE-2022-21619, CVE-2022-21618, CVE-2022-2153, CVE-2022-20008, CVE-2022-1941, CVE-2022-1664, CVE-2021-46848, CVE-2021-46195, CVE-2021-45078, CVE-2021-4037, CVE-2021-3928, CVE-2021-3826, CVE-2021-36976, CVE-2021-36690, CVE-2021-3648, CVE-2021-3530, CVE-2021-28153, CVE-2021-22569, CVE-2021-20251, CVE-2020-16119, CVE-2020-10735, CVE-2019-20916, CVE-2019-1010204, CVE-2018-13405, CVE-2018-10903, CVE-2017-5601, CVE-2016-3709","DSA-2023-107: Dell VxRail Security Update for Multiple Third-Party Component Vulnerabilities 7.0.xxx","Advisory","14 Mar 2023","15 Mar 2023"
"High","CVE-2023-24571","DSA-2023-046: Dell Client Platform Security Update for BIOS Vulnerabilities","Advisory","10 Mar 2023","15 Mar 2023"
"High","CVE-2022-32231, CVE-2022-30704, CVE-2022-26343, CVE-2022-38090","DSA-2023-049: Dell Client Platform Security Update for Multiple Intel 2023.1 IPU Vulnerabilities","Advisory","07 Feb 2023","15 Mar 2023"
"High","CVE-2022-34377, CVE-2022-34376, CVE-2022-34406, CVE-2022-34407, CVE-2022-34408, CVE-2022-34409, CVE-2022-34410, CVE-2022-34411, CVE-2022-34412, CVE-2022-34413, CVE-2022-34414, CVE-2022-34415, CVE-2022-34416, CVE-2022-34417, CVE-2022-34418, CVE-2022-34419, CVE-2022-34420, CVE-2022-34421, CVE-2022-34422, CVE-2022-34423","DSA-2022-204: Dell PowerEdge Improper SMM Communication Buffer Verification Vulnerability","Advisory","09 Dec 2022","14 Mar 2023"
"High","CVE-2022-34376, CVE-2022-34377, CVE-2022-34406, CVE-2022-34407, CVE-2022-34408, CVE-2022-34409, CVE-2022-34410, CVE-2022-34411, CVE-2022-34412, CVE-2022-34413, CVE-2022-34414, CVE-2022-34415, CVE-2022-34416, CVE-2022-34417, CVE-2022-34418, CVE-2022-34419, CVE-2022-34420, CVE-2022-34421, CVE-2022-34422, CVE-2022-34423","DSA-2023-076 Dell Precision 7910 and 7920 Rack Security Update for BIOS Vulnerabilities","Advisory","15 Feb 2023","14 Mar 2023"
"High","CVE-2020-36518, CVE-2022-34367","DSA-2022-192: Dell Data Protection Central Security Update for Multiple Vulnerabilities","Advisory","14 Jul 2022","13 Mar 2023"
"Critical","CVE-2021-31805","DSA-2023-036: Dell Avamar Server and Avamar Virtual Edition Security Update for Apache Struts Vulnerability","Advisory","03 Feb 2023","13 Mar 2023"
"Medium","CVE-2023-21835, CVE-2023-21843, CVE-2023-21830","DSA-2023-085: Dell NetWorker Runtime Environment (NRE) Security Update for Java SE Embedded Vulnerabilities","Advisory","10 Mar 2023","13 Mar 2023"
"High","CVE-2022-2601, CVE-2022-3775","DSA-2023-070: Dell NetWorker vProxy Security Update for an multiple Vulnerability","Advisory","10 Mar 2023","13 Mar 2023"
"High","CVE-2022-2601, CVE-2022-3775, CVE-2022-3821, CVE-2022-39253, CVE-2022-39260, CVE-2018-18586, CVE-2019-2708, CVE-2022-43995, CVE-2022-42010, CVE-2022-42011, CVE-2022-42012, CVE-2022-2928, CVE-2022-2929, CVE-2021-3421, CVE-2021-20266, CVE-2021-20271, CVE-2022-43680","DSA-2023-069: Dell NetWorker vProxy Security Update for Multiple Vulnerabilities","Advisory","10 Mar 2023","13 Mar 2023"
"Critical","CVE-2017-16932, CVE-2018-1000140, CVE-2018-7755, CVE-2019-20811, CVE-2021-20292, CVE-2021-20321, CVE-2021-28153, CVE-2021-38208, CVE-2021-43389, CVE-2022-1011, CVE-2022-1271, CVE-2022-1280, CVE-2022-1304, CVE-2022-1353, CVE-2022-1419, CVE-2022-1516, CVE-2022-1586, CVE-2022-21151, CVE-2022-22576, CVE-2022-27776, CVE-2022-27781, CVE-2022-27782, CVE-2022-28356, CVE-2022-28748, CVE-2022-29155, CVE-2022-29824","DSA-2022-206: Dell Data Protection Central Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","28 Jul 2022","13 Mar 2023"
"High","CVE-2023-22809","DSA-2023-087: Dell Hybrid Client Security Update for a Sudo Vulnerability","Advisory","08 Mar 2023","10 Mar 2023"
"Critical","CVE-2020-17530","DSA-2022-105: Dell Avamar Server and Avamar Virtual Edition Security Update for Apache Struts2 Vulnerability","Advisory","23 Aug 2022","10 Mar 2023"
"High","CVE-2022-26691, CVE-2022-1271, CVE-2022-1586, CVE-2022-31741, CVE-2022-2068, CVE-2022-1292, CVE-2022-1664, CVE-2015-20107","DSA-2022-251: Dell Data Protection Central Security Update for Multiple Vulnerabilities","Advisory","23 Aug 2022","10 Mar 2023"
"Critical","CVE-2022-0778","DSA-2022-231: Dell Avamar Security Update for OpenSSL Vulnerability","Advisory","23 Aug 2022","10 Mar 2023"
"High","CVE-2022-3786, CVE-2022-3602","DSA-2023-005: Dell GeoDrive for Windows Security Update for OpenSSL Vulnerability","Advisory","09 Mar 2023","09 Mar 2023"
"Medium","CVE-2020-5326","DSA-2020-035: Dell Client Authentication Bypass Vulnerability","Advisory","14 Feb 2020","09 Mar 2023"
"Critical","CVE-2015-20107, CVE-2017-13695, CVE-2019-19377, CVE-2019-19977, CVE-2020-26541, CVE-2021-26341, CVE-2021-33061, CVE-2021-3695, CVE-2021-3696, CVE-2021-3697, CVE-2021-3864, CVE-2021-39711, CVE-2021-4157, CVE-2022-1012, CVE-2022-1184, CVE-2022-1652, CVE-2022-1679, CVE-2022-1729, CVE-2022-1734, CVE-2022-1836, CVE-2022-1974, CVE-2022-1975, CVE-2022-20132, CVE-2022-20141, CVE-2022-20154, CVE-2022-2068, CVE-2022-2097, CVE-2022-21166, CVE-2022-21499, CVE-2022-2318, CVE-2022-24903, CVE-2022-28733, CVE-2022-28734, CVE-2022-28736, CVE-2022-29162, CVE-2022-29900, CVE-2022-29901, CVE-2022-30594, CVE-2022-31030, CVE-2022-32206, CVE-2022-32208, CVE-2022-33741","DSA-2022-212: Dell Data Protection Central Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","28 Jul 2022","08 Mar 2023"
"High","CVE-2022-40674, CVE-2022-38178, CVE-2022-37434, CVE-2022-35737, CVE-2022-35252, CVE-2022-34903, CVE-2022-32221, CVE-2022-32208, CVE-2022-32206, CVE-2022-29187, CVE-2022-2795, CVE-2022-27782, CVE-2022-27781, CVE-2022-24903, CVE-2022-1587, CVE-2022-1586, CVE-2021-36690, CVE-2021-28861, CVE-2020-12825, CVE-2020-12762","DSA-2023-068: Dell ECS Security Update for Multiple Vulnerabilities","Advisory","02 Mar 2023","07 Mar 2023"
"High","CVE-2022-42889, CVE-2022-33980, CVE-2022-32215, CVE-2022-21634, CVE-2022-21597, CVE-2022-21628, CVE-2022-21626, CVE-2022-21618, CVE-2022-39399, CVE-2022-21624, CVE-2022-21619, CVE-2022-38041, CVE-2022-38040, CVE-2022-38045, CVE-2022-37995, CVE-2022-38022, CVE-2022-38028, CVE-2022-34689, CVE-2022-38026, CVE-2022-37986, CVE-2022-33645, CVE-2022-30198, CVE-2022-38043, CVE-2022-37987, CVE-2022-38021, CVE-2022-37984, CVE-2022-33635, CVE-2022-33634, CVE-2022-35770, CVE-2022-37975, CVE-2022-37994, CVE-2022-37965, CVE-2022-24504, CVE-2022-37997, CVE-2022-38042, CVE-2022-37993, CVE-2022-37991, CVE-2022-37990, CVE-2022-38038, CVE-2022-37989, CVE-2022-38037, CVE-2022-37988, CVE-2022-38033, CVE-2022-38032, CVE-2022-38031, CVE-2022-37982, CVE-2022-38029, CVE-2022-37977, CVE-2022-38034, CVE-2022-37978, CVE-2022-37970, CVE-2022-37983, CVE-2022-38016, CVE-2022-38030, CVE-2022-38039, CVE-2022-41081, CVE-2022-41033, CVE-2022-37981, CVE-2022-38003, CVE-2022-38051, CVE-2022-38050, CVE-2022-38000, CVE-2022-37996, CVE-2022-38027, CVE-2022-38044, CVE-2022-37999, CVE-2022-38047, CVE-2022-35803, CVE-2022-38006, CVE-2022-37958, CVE-2022-38005, CVE-2022-37957, CVE-2022-38004, CVE-2022-37956, CVE-2022-37955, CVE-2022-37954, CVE-2022-34734, CVE-2022-34733, CVE-2022-34732, CVE-2022-34731, CVE-2022-34730, CVE-2022-34729, CVE-2022-34728, CVE-2022-34727, CVE-2022-34726, CVE-2022-34725, CVE-2022-34722, CVE-2022-34721, CVE-2022-34720, CVE-2022-34719, CVE-2022-34718, CVE-2022-35841, CVE-2022-35840, CVE-2022-35837, CVE-2022-35836, CVE-2022-35835, CVE-2022-35834, CVE-2022-35833, CVE-2022-35832, CVE-2022-35831, CVE-2022-30200, CVE-2022-30196, CVE-2022-30170, CVE-2022-26928, CVE-2022-37969, CVE-2022-35822, CVE-2022-34711, CVE-2022-35771, CVE-2022-35794, CVE-2022-35766, CVE-2022-35765, CVE-2022-35764, CVE-2022-35760, CVE-2022-35754, CVE-2022-35820, CVE-2022-35768, CVE-2022-35767, CVE-2022-35769, CVE-2022-33670, CVE-2022-35793, CVE-2022-35757, CVE-2022-35797, CVE-2022-35763, CVE-2022-34703, CVE-2022-35795, CVE-2022-35792, CVE-2022-35762, CVE-2022-35761, CVE-2022-35759, CVE-2022-35758, CVE-2022-35756, CVE-2022-35755, CVE-2022-35753, CVE-2022-35752, CVE-2022-35750, CVE-2022-35749, CVE-2022-35747, CVE-2022-35746, CVE-2022-35745, CVE-2022-35744, CVE-2022-35743, CVE-2022-34714, CVE-2022-34713, CVE-2022-34710, CVE-2022-34709, CVE-2022-34708, CVE-2022-34707, CVE-2022-34706, CVE-2022-34705, CVE-2022-34704, CVE-2022-34702, CVE-2022-34701, CVE-2022-34699, CVE-2022-34691, CVE-2022-34690, CVE-2022-34302, CVE-2022-30194, CVE-2022-30144, CVE-2022-30133, CVE-2022-30197, CVE-2022-34301, CVE-2022-34303, CVE-2022-22035, CVE-2022-34397","DSA-2022-340: Dell Unisphere for PowerMax, Dell Unisphere for PowerMax vApp, Dell Solutions Enabler vApp, Dell Unisphere 360, Dell VASA Provider vApp, and Dell PowerMax EMB Mgmt Security Update for Multiple Vulnerabilities","Advisory","04 Jan 2023","02 Mar 2023"
"High","CVE-2020-10735, CVE-2021-21131, CVE-2021-0153, CVE-2021-0154, CVE-2021-0155, CVE-2021-0159, CVE-2021-0188, CVE-2021-0189, CVE-2021-0190, CVE-2021-33060, CVE-2021-33103, CVE-2021-33122, CVE-2021-33123, CVE-2021-33124, CVE-2022-40304, CVE-2022-21123, CVE-2022-21125, CVE-2022-21127, CVE-2022-21166, CVE-2022-21180, CVE-2022-0004, CVE-2022-0778, CVE-2023-25536, CVE-2023-25540, CVE-2023-23689","DSA-2023-035: Dell PowerScale OneFS Security Updates for Multiple Security Vulnerabilities","Advisory","28 Feb 2023","02 Mar 2023"
"Critical","CVE-2022-40674, CVE-2022-36416, CVE-2022-36797, CVE-2022-39188, CVE-2022-37434, CVE-2022-36946, CVE-2022-36879, CVE-2022-3515, CVE-2022-34903, CVE-2022-34526, CVE-2022-34266, CVE-2022-34169, CVE-2022-33981, CVE-2022-33742, CVE-2022-33741, CVE-2022-33740, CVE-2022-33068, CVE-2022-32742, CVE-2022-32250, CVE-2022-32208, CVE-2022-32206, CVE-2022-31741, CVE-2022-31676, CVE-2022-31030, CVE-2022-30594, CVE-2022-3028, CVE-2022-3016, CVE-2022-29901, CVE-2022-29900, CVE-2022-29824, CVE-2022-2977, CVE-2022-29581, CVE-2022-2946, CVE-2022-2923, CVE-2022-29162, CVE-2022-29155, CVE-2022-29154, CVE-2022-2905, CVE-2022-28893, CVE-2022-2889, CVE-2022-2874, CVE-2022-28739, CVE-2022-28736, CVE-2022-28735, CVE-2022-28734, CVE-2022-28733, CVE-2022-2869, CVE-2022-2868, CVE-2022-2867, CVE-2022-2862, CVE-2022-2849, CVE-2022-2845, CVE-2022-2819, CVE-2022-2817, CVE-2022-2816, CVE-2022-27782, CVE-2022-27781, CVE-2022-27406, CVE-2022-27405, CVE-2022-27404, CVE-2022-27239, CVE-2022-27191, CVE-2022-26691, CVE-2022-2663, CVE-2022-2639, CVE-2022-26373, CVE-2022-26365, CVE-2022-2625, CVE-2022-2598, CVE-2022-2588, CVE-2022-2581, CVE-2022-2580, CVE-2022-2571, CVE-2022-2522, CVE-2022-2521, CVE-2022-2520, CVE-2022-2519, CVE-2022-2509, CVE-2022-24903, CVE-2022-24769, CVE-2022-23960, CVE-2022-23648, CVE-2022-2345, CVE-2022-2344, CVE-2022-2343, CVE-2022-23308, CVE-2022-2318, CVE-2022-2304, CVE-2022-22967, CVE-2022-2287, CVE-2022-2286, CVE-2022-2285, CVE-2022-2284, CVE-2022-2264, CVE-2022-2257, CVE-2022-2231, CVE-2022-2210, CVE-2022-2208, CVE-2022-2207, CVE-2022-2206, CVE-2022-2183, CVE-2022-2182, CVE-2022-2175, CVE-2022-21541, CVE-2022-21540, CVE-2022-21505, CVE-2022-21496, CVE-2022-21476, CVE-2022-21443, CVE-2022-21434, CVE-2022-21426, CVE-2022-2129, CVE-2022-2126, CVE-2022-2125, CVE-2022-2124, CVE-2022-21180, CVE-2022-21166, CVE-2022-21127, CVE-2022-21125, CVE-2022-21123, CVE-2022-2097, CVE-2022-2068, CVE-2022-20369, CVE-2022-20368, CVE-2022-20166, CVE-2022-20154, CVE-2022-20141, CVE-2022-20132, CVE-2022-1975, CVE-2022-1974, CVE-2022-1968, CVE-2022-1966, CVE-2022-1927, CVE-2022-1898, CVE-2022-1897, CVE-2022-1851, CVE-2022-1796, CVE-2022-1785, CVE-2022-1771, CVE-2022-1735, CVE-2022-1734, CVE-2022-1733, CVE-2022-1729, CVE-2022-1720, CVE-2022-1679, CVE-2022-1652, CVE-2022-1620, CVE-2022-1619, CVE-2022-1616, CVE-2022-1587, CVE-2022-1586, CVE-2022-1552, CVE-2022-1516, CVE-2022-1462, CVE-2022-1420, CVE-2022-1381, CVE-2022-1353, CVE-2022-1304, CVE-2022-1292, CVE-2022-1271, CVE-2022-1184, CVE-2022-1158, CVE-2022-1116, CVE-2022-1056, CVE-2022-1012, CVE-2022-1011, CVE-2022-0924, CVE-2022-0909, CVE-2022-0908, CVE-2022-0891, CVE-2022-0865, CVE-2022-0696, CVE-2022-0562, CVE-2022-0561, CVE-2022-0413, CVE-2022-0407, CVE-2022-0392, CVE-2022-0361, CVE-2022-0359, CVE-2022-0351, CVE-2022-0319, CVE-2022-0318, CVE-2022-0261, CVE-2022-0213, CVE-2022-0168, CVE-2022-0128, CVE-2022-0002, CVE-2022-0001, CVE-2021-46828, CVE-2021-46059, CVE-2021-43565, CVE-2021-43527, CVE-2021-4203, CVE-2021-4193, CVE-2021-4192, CVE-2021-41817, CVE-2021-4166, CVE-2021-4157, CVE-2021-4155, CVE-2021-4136, CVE-2021-4069, CVE-2021-4019, CVE-2021-3984, CVE-2021-3974, CVE-2021-3973, CVE-2021-3968, CVE-2021-3928, CVE-2021-3927, CVE-2021-3903, CVE-2021-3875, CVE-2021-3872, CVE-2021-3796, CVE-2021-3778, CVE-2021-3697, CVE-2021-3696, CVE-2021-3695, CVE-2021-3572, CVE-2021-33656, CVE-2021-33655, CVE-2021-33061, CVE-2021-32066, CVE-2021-31810, CVE-2021-31799, CVE-2021-28861, CVE-2021-26401, CVE-2021-26341, CVE-2021-20321, CVE-2020-36558, CVE-2020-36557, CVE-2020-36516, CVE-2020-27784, CVE-2020-26541, CVE-2020-26159, CVE-2020-25657, CVE-2019-20454, CVE-2019-19906, CVE-2019-19377, CVE-2019-19246, CVE-2019-19204, CVE-2019-19203, CVE-2019-16163, CVE-2019-13224, CVE-2017-17087, CVE-2016-3695, CVE-2015-20107","DSA-2022-336: Dell VxRail Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","07 Jan 2023","01 Mar 2023"
"High","CVE-2023-25544, CVE-2023-24567","DSA-2023-058:  Dell NetWorker Security Update for Version Disclosure Vulnerability","Advisory","01 Mar 2023","01 Mar 2023"
"High","CVE-2022-34376, CVE-2022-34435, CVE-2022-34406, CVE-2022-34407, CVE-2022-34408, CVE-2022-34409, CVE-2022-34410, CVE-2022-34411, CVE-2022-34412, CVE-2022-34413, CVE-2022-34414, CVE-2022-34415, CVE-2022-34416, CVE-2022-34417, CVE-2022-34418, CVE-2022-34419, CVE-2022-34420, CVE-2022-34421, CVE-2022-34422, CVE-2022-34423, CVE-2022-26343, CVE-2022-22558, CVE-2022-21123, CVE-2022-21125, CVE-2022-21127, CVE-2022-21166, CVE-2022-28709, CVE-2021-33159, CVE-2021-33126, CVE-2021-33128, CVE-2021-33124, CVE-2021-33123, CVE-2021-21571, CVE-2021-21131, CVE-2021-0159","DSA-2022-289: Dell Avamar Data Store Gen5A November 2022 Block Release Security Update ","Advisory","25 Jan 2023","27 Feb 2023"
"High","CVE-2022-34377, CVE-2022-34376, CVE-2022-34406, CVE-2022-34407, CVE-2022-34408, CVE-2022-34409, CVE-2022-34410, CVE-2022-34411, CVE-2022-34412, CVE-2022-34413, CVE-2022-34414, CVE-2022-34415, CVE-2022-34416, CVE-2022-34417, CVE-2022-34418, CVE-2022-34419, CVE-2022-34420, CVE-2022-34421, CVE-2022-34422, CVE-2022-34423","DSA-2023-084: Dell XC Series and XC Core Security Update for an Improper SMM Communication Buffer Verification Vulnerability","Advisory","24 Feb 2023","27 Feb 2023"
"High","CVE-2022-30539, CVE-2022-32231, CVE-2022-26837, CVE-2022-30704, CVE-2021-0187, CVE-2022-26343, CVE-2022-36348, CVE-2022-36794, CVE-2022-33196, CVE-2022-33972, CVE-2022-21216, CVE-2022-38090","DSA-2023-014: Dell PowerEdge Server Security Update for Intel February 2023 Security Advisories (2023.1 IPU)","Advisory","13 Feb 2023","23 Feb 2023"
"Medium","CVE-2022-34364","DSA-2022-188: Dell BSAFE SSL-J Security Update for a Debug Messages Revealing Unnecessary Information Vulnerability","Advisory","12 Sep 2022","23 Feb 2023"
"Medium","CVE-2022-0778","DSA-2023-083: Dell PowerVault ME5 Security Update for an OpenSSL Vulnerability","Advisory","22 Feb 2023","22 Feb 2023"
"Critical","CVE-2023-20525, CVE-2023-20527, CVE-2023-20528, CVE-2023-20532, CVE-2023-20522, CVE-2023-20523, CVE-2023-20529, CVE-2023-20530, CVE-2023-20531, CVE-2022-34377, CVE-2022-34376, CVE-2022-34406, CVE-2022-34407, CVE-2022-34408, CVE-2022-34409, CVE-2022-34410, CVE-2022-34411, CVE-2022-34412, CVE-2022-34413, CVE-2022-34414, CVE-2022-34415, CVE-2022-34416, CVE-2022-34417, CVE-2022-34418, CVE-2022-34419, CVE-2022-34420, CVE-2022-34421, CVE-2022-34422, CVE-2022-34423, CVE-2022-31680, CVE-2022-31680, CVE-2022-42889, CVE-2022-34435, CVE-2022-20824, CVE-2022-2601, CVE-2022-3775, CVE-2022-23813, CVE-2022-23814, CVE-2022-22558, CVE-2022-0004, CVE-2022-0005, CVE-2022-21131, CVE-2022-21136, CVE-2022-21123, CVE-2022-21125, CVE-2022-21127, CVE-2022-21166, CVE-2022-21233, CVE-2022-26074, CVE-2022-33060, CVE-2022-21123, CVE-2022-21125, CVE-2022-21166, CVE-2022-22982, CVE-2021-26316, CVE-2021-26398, CVE-2021-39298, CVE-2021-26402, CVE-2021-26353, CVE-2021-26355, CVE-2021-33117, CVE-2021-0154, CVE-2021-0153, CVE-2021-33123, CVE-2021-0190, CVE-2021-33122, CVE-2021-0189, CVE-2021-33124, CVE-2021-33103, CVE-2021-0159, CVE-2021-0188, CVE-2021-0155, CVE-2021-26396, CVE-2021-46779, CVE-2021-46791, CVE-2021-26328, CVE-2021-26407, CVE-2021-26409, CVE-2021-46768, CVE-2021-46767, CVE-2021-26404, CVE-2021-26403, CVE-2021-26343, CVE-2021-46827","DSA-2023-025: Dell PowerFlex Rack Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","30 Jan 2023","21 Feb 2023"
"N/A","The CVE IDs are listed in the table below.","Dell VNX False Positive Security Vulnerabilities","Informational","02 Feb 2023","20 Feb 2023"
"Medium","CVE-2022-24409","DSA-2022-023: Dell BSAFE SSL-J 6.4 Security Update for a Single Covert Timing Channel Vulnerability","Advisory","14 Feb 2022","17 Feb 2023"
"Medium","CVE-2022-20625","DSA-2022-115: Dell Connectrix Security Update for Cisco MDS 9000 Switches Software Vulnerability","Advisory","13 Jul 2022","16 Feb 2023"
"High","CVE-2022-21618, CVE-2022-21619, CVE-2022-21624, CVE-2022-21626, CVE-2022-21628, CVE-2022-31692, CVE-2022-34305, CVE-2022-39399, CVE-2022-42252, CVE-2022-45143","DSA-2023-021: Dell Secure Connect Gateway Policy Manager Security Update for Multiple Third-Party Vulnerabilities","Advisory","15 Feb 2023","16 Feb 2023"
